prompt,completion
"What was the Percent Potentially Avoidable Primary Cesareans in Chester, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Chester, South Carolina, in 2022 was 33,3."
"What was the Maternity Care Desert in Chester, South Carolina, in 2022?","The Maternity Care Desert in Chester, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Chester, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Chester, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Chester, South Carolina, in 2022?","The MVI Reproductive Health in Chester, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Chester, South Carolina, in 2022?","The MVI Physical Health in Chester, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Chester, South Carolina, in 2022?","The MVI Mental Health in Chester, South Carolina, in 2022 was High."
"What was the MVI General Health in Chester, South Carolina, in 2022?","The MVI General Health in Chester, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Chester, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Chester, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Chester, South Carolina, in 2022?","The MVI Physical Environment in Chester, South Carolina, in 2022 was High."
"What was the population of Chester, South Carolina, in 2022?","The population of Chester, South Carolina, in 2022 was 32294."
"What is the area in square kilometers of Chester, South Carolina?","The area of Chester, South Carolina, is 1518,155185 square kilometers."
"What is the GNIS name associated with Chester, South Carolina?","The GNIS name associated with Chester, South Carolina, is Chester County."
"What was the Total Deliveries in Saluda, South Carolina, in 2022?","The Total Deliveries in Saluda, South Carolina, in 2022 was 207."
"What was the Percent Total Deliveries in Saluda, South Carolina, in 2022?","The Percent Total Deliveries in Saluda, South Carolina, in 2022 was 0,4."
"What was the Percent Medicaid Deliveries in Saluda, South Carolina, in 2022?","The Percent Medicaid Deliveries in Saluda, South Carolina, in 2022 was 80,7."
"What was the Percent Uninsured Deliveries in Saluda, South Carolina, in 2022?","The Percent Uninsured Deliveries in Saluda, South Carolina, in 2022 was 4,3."
"What was the Percent Rural Deliveries in Saluda, South Carolina, in 2022?","The Percent Rural Deliveries in Saluda, South Carolina, in 2022 was 99,5."
"What was the Percent Birthing Persons of Color in Saluda, South Carolina, in 2022?","The Percent Birthing Persons of Color in Saluda, South Carolina, in 2022 was 61,8."
"What was the Percent Black Non-Hispanic Birthing Persons in Saluda, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Saluda, South Carolina, in 2022 was 18,8."
"What was the Percent Hispanic Birthing Persons in Saluda, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Saluda, South Carolina, in 2022 was 42."
"What was the Percent Other Non-Hispanic Birthing Persons in Saluda, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Saluda, South Carolina, in 2022 was 1."
"What was the Percent Premature Deliveries in Saluda, South Carolina, in 2022?","The Percent Premature Deliveries in Saluda, South Carolina, in 2022 was 11,6."
"What was the Percent Low Birthweight Deliveries in Saluda, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Saluda, South Carolina, in 2022 was 11,6."
"What was the Percent Chronic Physical Health Conditions in Saluda, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Saluda, South Carolina, in 2022 was 25,6."
"What was the Percent Chronic Behavioral Health Conditions in Saluda, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Saluda, South Carolina, in 2022 was 19,8."
"What was the SMM Per 10000 Deliveries in Saluda, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Saluda, South Carolina, in 2022 was 48,3."
"What was the Percent Potentially Avoidable Primary Cesareans in Saluda, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Saluda, South Carolina, in 2022 was 22."
"What was the Maternity Care Desert in Saluda, South Carolina, in 2022?","The Maternity Care Desert in Saluda, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Saluda, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Saluda, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Saluda, South Carolina, in 2022?","The MVI Reproductive Health in Saluda, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Saluda, South Carolina, in 2022?","The MVI Physical Health in Saluda, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Saluda, South Carolina, in 2022?","The MVI Mental Health in Saluda, South Carolina, in 2022 was Med."
"What was the MVI General Health in Saluda, South Carolina, in 2022?","The MVI General Health in Saluda, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Saluda, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Saluda, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Saluda, South Carolina, in 2022?","The MVI Physical Environment in Saluda, South Carolina, in 2022 was High."
"What was the population of Saluda, South Carolina, in 2022?","The population of Saluda, South Carolina, in 2022 was 18862."
"What is the area in square kilometers of Saluda, South Carolina?","The area of Saluda, South Carolina, is 1195,628436 square kilometers."
"What is the GNIS name associated with Saluda, South Carolina?","The GNIS name associated with Saluda, South Carolina, is Saluda County."
"What was the Total Deliveries in Williamsburg, South Carolina, in 2022?","The Total Deliveries in Williamsburg, South Carolina, in 2022 was 256."
"What was the Percent Total Deliveries in Williamsburg, South Carolina, in 2022?","The Percent Total Deliveries in Williamsburg, South Carolina, in 2022 was 0,5."
"What was the Percent Medicaid Deliveries in Williamsburg, South Carolina, in 2022?","The Percent Medicaid Deliveries in Williamsburg, South Carolina, in 2022 was 84."
"What was the Percent Uninsured Deliveries in Williamsburg, South Carolina, in 2022?","The Percent Uninsured Deliveries in Williamsburg, South Carolina, in 2022 was 0."
"What was the Percent Rural Deliveries in Williamsburg, South Carolina, in 2022?","The Percent Rural Deliveries in Williamsburg, South Carolina, in 2022 was 98,4."
"What was the Percent Birthing Persons of Color in Williamsburg, South Carolina, in 2022?","The Percent Birthing Persons of Color in Williamsburg, South Carolina, in 2022 was 68,8."
"What was the Percent Black Non-Hispanic Birthing Persons in Williamsburg, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Williamsburg, South Carolina, in 2022 was 66,8."
"What was the Percent Hispanic Birthing Persons in Williamsburg, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Williamsburg, South Carolina, in 2022 was 0,8."
"What was the Percent Other Non-Hispanic Birthing Persons in Williamsburg, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Williamsburg, South Carolina, in 2022 was 1,2."
"What was the Percent Premature Deliveries in Williamsburg, South Carolina, in 2022?","The Percent Premature Deliveries in Williamsburg, South Carolina, in 2022 was 15,6."
"What was the Percent Low Birthweight Deliveries in Williamsburg, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Williamsburg, South Carolina, in 2022 was 16."
"What was the Percent Chronic Physical Health Conditions in Williamsburg, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Williamsburg, South Carolina, in 2022 was 34,8."
"What was the Percent Chronic Behavioral Health Conditions in Williamsburg, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Williamsburg, South Carolina, in 2022 was 22,7."
"What was the SMM Per 10000 Deliveries in Williamsburg, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Williamsburg, South Carolina, in 2022 was 195,3."
"What was the Percent Potentially Avoidable Primary Cesareans in Williamsburg, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Williamsburg, South Carolina, in 2022 was 24,3."
"What was the Maternity Care Desert in Williamsburg, South Carolina, in 2022?","The Maternity Care Desert in Williamsburg, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Williamsburg, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Williamsburg, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Williamsburg, South Carolina, in 2022?","The MVI Reproductive Health in Williamsburg, South Carolina, in 2022 was High."
"What was the MVI Physical Health in Williamsburg, South Carolina, in 2022?","The MVI Physical Health in Williamsburg, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Williamsburg, South Carolina, in 2022?","The MVI Mental Health in Williamsburg, South Carolina, in 2022 was High."
"What was the MVI General Health in Williamsburg, South Carolina, in 2022?","The MVI General Health in Williamsburg, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Williamsburg, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Williamsburg, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Williamsburg, South Carolina, in 2022?","The MVI Physical Environment in Williamsburg, South Carolina, in 2022 was High."
"What was the population of Williamsburg, South Carolina, in 2022?","The population of Williamsburg, South Carolina, in 2022 was 31026."
"What is the area in square kilometers of Williamsburg, South Carolina?","The area of Williamsburg, South Carolina, is 2426,939273 square kilometers."
"What is the GNIS name associated with Williamsburg, South Carolina?","The GNIS name associated with Williamsburg, South Carolina, is Williamsburg County."
"What was the Total Deliveries in Darlington, South Carolina, in 2022?","The Total Deliveries in Darlington, South Carolina, in 2022 was 667."
"What was the Percent Total Deliveries in Darlington, South Carolina, in 2022?","The Percent Total Deliveries in Darlington, South Carolina, in 2022 was 1,4."
"What was the Percent Medicaid Deliveries in Darlington, South Carolina, in 2022?","The Percent Medicaid Deliveries in Darlington, South Carolina, in 2022 was 78,7."
"What was the Percent Uninsured Deliveries in Darlington, South Carolina, in 2022?","The Percent Uninsured Deliveries in Darlington, South Carolina, in 2022 was 0,3."
"What was the Percent Rural Deliveries in Darlington, South Carolina, in 2022?","The Percent Rural Deliveries in Darlington, South Carolina, in 2022 was 64,9."
"What was the Percent Birthing Persons of Color in Darlington, South Carolina, in 2022?","The Percent Birthing Persons of Color in Darlington, South Carolina, in 2022 was 52,8."
"What was the Percent Black Non-Hispanic Birthing Persons in Darlington, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Darlington, South Carolina, in 2022 was 48."
"What was the Percent Hispanic Birthing Persons in Darlington, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Darlington, South Carolina, in 2022 was 3,7."
"What was the Percent Other Non-Hispanic Birthing Persons in Darlington, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Darlington, South Carolina, in 2022 was 1."
"What was the Percent Premature Deliveries in Darlington, South Carolina, in 2022?","The Percent Premature Deliveries in Darlington, South Carolina, in 2022 was 11,4."
"What was the Percent Low Birthweight Deliveries in Darlington, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Darlington, South Carolina, in 2022 was 11,7."
"What was the Percent Chronic Physical Health Conditions in Darlington, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Darlington, South Carolina, in 2022 was 34,5."
